0	0	0	0	0	0
256	0	0	112	0	0
512	0	0	207	0	0
768	0	0	286	0	1
1024	0	0	360	0	1
1280	0	0	408	0	1
1536	0	0	454	0	1
1792	0	0	486	0	1
2048	0	0	524	0	1
2304	0	0	583	0	1
2560	0	0	649	0	1
2816	0	0	730	0	2
3072	0	0	871	0	2
3328	0	0	1023	0	2
3584	0	0	1023	0	3
3840	0	0	1023	0	3
4095	0	0	1023	0	3
0	256	0	0	89	0
256	256	0	88	84	0
512	256	0	180	77	0
768	256	0	263	71	0
1024	256	0	329	65	0
1280	256	0	381	58	0
1536	256	0	426	52	0
1792	256	0	463	45	0
2048	256	0	505	40	0
2304	256	0	565	37	0
2560	256	0	630	32	0
2816	256	0	713	27	0
3072	256	0	857	23	1
3328	256	0	1023	17	1
3584	256	0	1023	9	1
3840	256	0	1023	0	2
4095	256	0	1023	0	2
0	512	0	0	159	0
256	512	0	64	154	0
512	512	0	157	150	0
768	512	0	232	137	0
1024	512	0	294	127	0
1280	512	0	351	119	0
1536	512	0	393	108	0
1792	512	0	436	99	0
2048	512	0	488	95	0
2304	512	0	549	91	0
2560	512	0	611	86	0
2816	512	0	699	81	0
3072	512	0	856	79	0
3328	512	0	1023	76	0
3584	512	0	1023	68	0
3840	512	0	1023	55	1
4095	512	0	1023	39	1
0	768	0	0	210	0
256	768	0	44	203	0
512	768	0	124	196	0
768	768	0	197	188	0
1024	768	0	259	178	0
1280	768	0	309	166	0
1536	768	0	360	156	0
1792	768	0	416	150	0
2048	768	0	472	147	0
2304	768	0	528	142	0
2560	768	0	594	136	0
2816	768	0	687	131	0
3072	768	0	861	136	0
3328	768	0	1023	133	0
3584	768	0	1023	121	0
3840	768	0	1023	106	0
4095	768	0	1023	85	0
0	1024	0	0	244	0
256	1024	0	26	239	0
512	1024	0	98	232	0
768	1024	0	164	222	0
1024	1024	0	225	214	0
1280	1024	0	283	207	0
1536	1024	0	340	204	0
1792	1024	0	398	200	0
2048	1024	0	453	195	0
2304	1024	0	508	189	0
2560	1024	0	582	184	0
2816	1024	0	681	181	0
3072	1024	0	868	191	0
3328	1024	0	1023	187	0
3584	1024	0	1023	171	0
3840	1024	0	1023	155	0
4095	1024	0	1023	130	0
0	1280	0	0	273	0
256	1280	0	12	269	0
512	1280	0	79	266	0
768	1280	0	144	261	0
1024	1280	0	207	258	0
1280	1280	0	266	254	0
1536	1280	0	324	248	0
1792	1280	0	378	243	0
2048	1280	0	432	238	0
2304	1280	0	492	234	0
2560	1280	0	570	230	0
2816	1280	0	703	239	0
3072	1280	0	857	244	0
3328	1280	0	999	236	0
3584	1280	0	1023	219	0
3840	1280	0	1023	202	0
4095	1280	0	1023	172	0
0	1536	0	0	317	0
256	1536	0	0	313	0
512	1536	0	66	309	0
768	1536	0	130	305	0
1024	1536	0	192	300	0
1280	1536	0	249	295	0
1536	1536	0	305	290	0
1792	1536	0	359	286	0
2048	1536	0	418	283	0
2304	1536	0	481	280	0
2560	1536	0	581	288	0
2816	1536	0	721	301	0
3072	1536	0	849	299	0
3328	1536	0	976	286	0
3584	1536	0	1023	266	0
3840	1536	0	1023	247	0
4095	1536	0	1023	214	0
0	1792	0	0	354	0
256	1792	0	0	350	0
512	1792	0	53	346	0
768	1792	0	116	342	0
1024	1792	0	175	339	0
1280	1792	0	234	337	0
1536	1792	0	292	334	0
1792	1792	0	348	331	0
2048	1792	0	412	333	0
2304	1792	0	493	346	0
2560	1792	0	601	355	0
2816	1792	0	713	356	0
3072	1792	0	829	351	0
3328	1792	0	954	334	0
3584	1792	0	1023	312	0
3840	1792	0	1023	293	0
4095	1792	0	1023	256	0
0	2048	0	0	399	0
256	2048	0	0	395	0
512	2048	0	40	393	0
768	2048	0	103	390	0
1024	2048	0	164	387	0
1280	2048	0	224	388	0
1536	2048	0	289	395	0
1792	2048	0	359	401	0
2048	2048	0	429	408	0
2304	2048	0	506	414	0
2560	2048	0	594	411	0
2816	2048	0	702	409	0
3072	2048	0	805	394	0
3328	2048	0	927	377	0
3584	2048	0	1023	355	0
3840	2048	0	1023	338	0
4095	2048	0	1023	298	0
0	2304	0	0	479	0
256	2304	0	0	475	0
512	2304	0	29	474	0
768	2304	0	96	474	0
1024	2304	0	162	476	0
1280	2304	0	229	477	0
1536	2304	0	297	477	0
1792	2304	0	362	475	0
2048	2304	0	425	474	0
2304	2304	0	496	472	0
2560	2304	0	582	467	0
2816	2304	0	679	456	0
3072	2304	0	780	443	0
3328	2304	0	893	423	0
3584	2304	0	1022	402	0
3840	2304	0	1023	386	0
4095	2304	0	1023	344	0
0	2560	0	0	571	0
256	2560	0	0	567	0
512	2560	0	11	563	0
768	2560	0	81	561	0
1024	2560	0	149	558	0
1280	2560	0	214	556	0
1536	2560	0	280	551	0
1792	2560	0	345	545	0
2048	2560	0	405	539	0
2304	2560	0	469	533	0
2560	2560	0	549	522	0
2816	2560	0	644	511	0
3072	2560	0	739	495	0
3328	2560	0	854	476	0
3584	2560	0	999	459	0
3840	2560	0	1023	443	0
4095	2560	0	1023	400	0
0	2816	0	0	642	0
256	2816	0	0	638	0
512	2816	0	0	633	0
768	2816	0	58	630	0
1024	2816	0	122	626	0
1280	2816	0	186	621	0
1536	2816	0	249	615	0
1792	2816	0	311	609	0
2048	2816	0	367	602	0
2304	2816	0	433	593	0
2560	2816	0	509	583	0
2816	2816	0	598	569	0
3072	2816	0	702	555	0
3328	2816	0	823	542	0
3584	2816	0	968	528	0
3840	2816	0	1023	513	0
4095	2816	0	1023	467	0
0	3072	0	0	696	0
256	3072	0	0	692	0
512	3072	0	0	689	0
768	3072	0	33	685	0
1024	3072	0	95	680	0
1280	3072	0	154	676	0
1536	3072	0	213	672	0
1792	3072	0	271	667	0
2048	3072	0	329	663	0
2304	3072	0	392	656	0
2560	3072	0	466	652	0
2816	3072	0	558	643	0
3072	3072	0	665	634	0
3328	3072	0	789	621	0
3584	3072	0	934	611	0
3840	3072	0	1023	599	0
4095	3072	0	1023	550	0
0	3328	0	0	779	0
256	3328	0	0	775	0
512	3328	0	0	771	0
768	3328	0	4	768	0
1024	3328	0	65	765	0
1280	3328	0	123	760	0
1536	3328	0	181	757	0
1792	3328	0	236	752	0
2048	3328	0	294	749	0
2304	3328	0	356	745	0
2560	3328	0	429	742	0
2816	3328	0	519	735	0
3072	3328	0	629	726	0
3328	3328	0	754	717	0
3584	3328	0	895	701	0
3840	3328	0	1023	672	0
4095	3328	0	1023	643	0
0	3584	0	0	883	0
256	3584	0	0	880	0
512	3584	0	0	876	0
768	3584	0	0	873	0
1024	3584	0	30	870	0
1280	3584	0	89	868	0
1536	3584	0	145	864	0
1792	3584	0	201	861	0
2048	3584	0	259	858	0
2304	3584	0	318	852	0
2560	3584	0	389	845	0
2816	3584	0	475	833	0
3072	3584	0	580	819	0
3328	3584	0	690	803	0
3584	3584	0	822	782	0
3840	3584	0	977	765	0
4095	3584	0	1023	756	0
0	3840	0	0	964	0
256	3840	0	0	960	0
512	3840	0	0	957	0
768	3840	0	0	955	0
1024	3840	0	0	950	0
1280	3840	0	47	947	0
1536	3840	0	100	942	0
1792	3840	0	153	940	0
2048	3840	0	204	935	0
2304	3840	0	263	930	0
2560	3840	0	333	927	0
2816	3840	0	416	923	0
3072	3840	0	519	918	0
3328	3840	0	636	912	0
3584	3840	0	777	905	0
3840	3840	0	943	897	0
4095	3840	0	1023	889	0
0	4095	0	0	1023	0
256	4095	0	0	1023	0
512	4095	0	0	1023	0
768	4095	0	0	1023	0
1024	4095	0	0	1023	0
1280	4095	0	10	1023	0
1536	4095	0	62	1023	0
1792	4095	0	114	1023	0
2048	4095	0	167	1023	0
2304	4095	0	225	1023	0
2560	4095	0	294	1023	0
2816	4095	0	378	1023	0
3072	4095	0	481	1023	0
3328	4095	0	598	1023	0
3584	4095	0	739	1023	0
3840	4095	0	904	1023	0
4095	4095	0	1023	1023	0
0	0	256	0	0	84
256	0	256	106	0	85
512	0	256	201	0	84
768	0	256	281	0	82
1024	0	256	355	0	80
1280	0	256	403	0	75
1536	0	256	449	0	70
1792	0	256	481	0	66
2048	0	256	520	0	64
2304	0	256	579	0	63
2560	0	256	645	0	61
2816	0	256	726	0	61
3072	0	256	867	0	64
3328	0	256	1023	0	68
3584	0	256	1023	0	68
3840	0	256	1023	0	64
4095	0	256	1023	0	57
0	256	256	0	88	83
256	256	256	83	83	83
512	256	256	174	76	81
768	256	256	258	70	79
1024	256	256	323	64	77
1280	256	256	377	57	73
1536	256	256	422	50	68
1792	256	256	458	45	65
2048	256	256	502	40	62
2304	256	256	561	37	62
2560	256	256	626	31	60
2816	256	256	710	26	59
3072	256	256	854	22	63
3328	256	256	1023	17	67
3584	256	256	1023	9	66
3840	256	256	1023	0	63
4095	256	256	1023	0	56
0	512	256	0	158	77
256	512	256	60	153	78
512	512	256	152	149	78
768	512	256	226	137	74
1024	512	256	289	126	71
1280	512	256	347	118	67
1536	512	256	389	108	65
1792	512	256	432	98	62
2048	512	256	485	95	61
2304	512	256	545	91	60
2560	512	256	608	85	58
2816	512	256	696	80	58
3072	512	256	855	79	63
3328	512	256	1023	76	66
3584	512	256	1023	67	65
