0	0	0	0	0	0
62	0	0	38	0	0
123	0	0	71	0	0
185	0	0	117	0	0
254	0	0	168	0	0
308	0	0	219	0	0
386	0	0	312	0	1
451	0	0	417	0	1
482	0	0	472	0	1
513	0	0	536	0	1
544	0	0	605	0	1
575	0	0	677	0	1
606	0	0	762	0	2
637	0	0	853	0	2
668	0	0	935	0	2
800	0	0	1023	0	3
924	0	0	1023	0	3
0	62	0	0	30	0
62	62	0	30	28	0
123	62	0	63	27	0
185	62	0	109	24	0
254	62	0	160	22	0
308	62	0	211	19	0
386	62	0	304	15	0
451	62	0	409	10	0
482	62	0	464	7	0
513	62	0	528	4	1
544	62	0	597	1	1
575	62	0	669	0	1
606	62	0	754	0	1
637	62	0	845	0	1
668	62	0	927	0	1
800	62	0	1023	0	2
924	62	0	1023	0	2
0	123	0	0	57	0
62	123	0	23	55	0
123	123	0	56	54	0
185	123	0	102	51	0
254	123	0	153	49	0
308	123	0	204	46	0
386	123	0	297	42	0
451	123	0	402	37	0
482	123	0	457	34	0
513	123	0	521	31	0
544	123	0	590	28	0
575	123	0	662	24	0
606	123	0	747	20	1
637	123	0	838	16	1
668	123	0	920	12	1
800	123	0	1023	0	2
924	123	0	1023	0	2
0	185	0	0	94	0
62	185	0	13	92	0
123	185	0	47	90	0
185	185	0	92	88	0
254	185	0	143	85	0
308	185	0	194	83	0
386	185	0	287	78	0
451	185	0	392	73	0
482	185	0	447	71	0
513	185	0	512	68	0
544	185	0	580	64	0
575	185	0	653	61	0
606	185	0	737	57	0
637	185	0	829	52	0
668	185	0	911	48	0
800	185	0	1023	29	1
924	185	0	1023	27	1
0	254	0	0	134	0
62	254	0	2	133	0
123	254	0	36	131	0
185	254	0	82	129	0
254	254	0	133	126	0
308	254	0	184	124	0
386	254	0	276	119	0
451	254	0	381	114	0
482	254	0	436	112	0
513	254	0	501	108	0
544	254	0	569	105	0
575	254	0	642	102	0
606	254	0	727	97	0
637	254	0	818	93	0
668	254	0	900	89	0
800	254	0	1023	69	0
924	254	0	1023	68	0
0	308	0	0	175	0
62	308	0	0	174	0
123	308	0	25	172	0
185	308	0	71	170	0
254	308	0	122	167	0
308	308	0	173	165	0
386	308	0	266	160	0
451	308	0	371	155	0
482	308	0	426	152	0
513	308	0	490	149	0
544	308	0	559	146	0
575	308	0	631	142	0
606	308	0	716	138	0
637	308	0	807	134	0
668	308	0	889	130	0
800	308	0	1023	110	0
924	308	0	1023	109	0
0	386	0	0	250	0
62	386	0	0	248	0
123	386	0	6	246	0
185	386	0	51	244	0
254	386	0	102	241	0
308	386	0	154	239	0
386	386	0	246	234	0
451	386	0	351	229	0
482	386	0	406	227	0
513	386	0	471	224	0
544	386	0	539	220	0
575	386	0	612	217	0
606	386	0	696	213	0
637	386	0	788	208	0
668	386	0	870	204	0
800	386	0	1023	185	0
924	386	0	1023	183	0
0	451	0	0	333	0
62	451	0	0	332	0
123	451	0	0	330	0
185	451	0	29	328	0
254	451	0	80	325	0
308	451	0	132	323	0
386	451	0	224	318	0
451	451	0	329	313	0
482	451	0	384	311	0
513	451	0	449	307	0
544	451	0	517	304	0
575	451	0	590	301	0
606	451	0	674	296	0
637	451	0	766	292	0
668	451	0	848	288	0
800	451	0	1023	268	0
924	451	0	1023	267	0
0	482	0	0	378	0
62	482	0	0	376	0
123	482	0	0	374	0
185	482	0	18	372	0
254	482	0	69	369	0
308	482	0	120	367	0
386	482	0	213	362	0
451	482	0	317	357	0
482	482	0	373	355	0
